order_id,order_date,category,product_name,region,city,customer_age,customer_segment,payment_method,unit_price,quantity,discount_pct,total_sales,rating,delivery_days
ORD10873,2024-09-02,Beauty,Perfume,Central,Multan,16.0,New,Credit Card,23.91,1,20,19.13,3.0,1.0
ORD10660,2024-07-13,Clothing,Baseball Cap,East,Sialkot,46.0,Returning,Bank Transfer,25.9,1,0,25.9,1.0,2.0
ORD10081,2024-07-15,Books,History Book,Central,Bahawalpur,18.0,New,Cash on Delivery,22.33,4,20,71.46,3.0,3.0
ORD10159,2024-10-15,Beauty,Shampoo,South,Hyderabad,16.0,New,Wallet,21.22,2,0,42.44,3.0,3.0
ORD10424,2023-11-16,Electronics,Power Bank,South,Hyderabad,29.0,New,Bank Transfer,28.82,3,10,77.81,,1.0
ORD10423,2023-10-30,Home & Kitchen,Coffee Maker,West,Quetta,21.0,New,Debit Card,42.13,3,10,113.75,4.0,1.0
ORD10309,2024-06-29,Beauty,Lipstick Set,Central,Sahiwal,30.0,Returning,Wallet,21.17,1,15,17.99,5.0,7.0
ORD10683,2024-10-11,Sports,Resistance Bands,Central,Bahawalpur,,New,credit card,30.66,2,10,55.19,4.0,4.0
ORD10884,2024-09-19,Books,Cookbook,West,Gwadar,33.0,VIP,Cash on Delivery,14.99,3,0,44.97,3.0,7.0
ORD10670,2023-02-10,Sports,Tennis Racket,Central,Multan,35.0,Returning,credit card,34.06,1,0,34.06,5.0,6.0
ORD10879,2024-09-14,Clothing,Wool Sweater,West,Quetta,17.0,Returning,COD,17.55,3,10,47.39,4.0,3.0
ORD10946,2024-09-02,Electronics,Webcam,North,Gilgit,46.0,Returning,COD,55.0,1,0,55.0,4.0,3.0
ORD10631,2023-03-18,Beauty,Sunscreen SPF50,West,Quetta,52.0,Returning,credit card,23.03,4,0,92.12,4.0,6.0
ORD10695,2023-10-15,Clothing,Baseball Cap,Central,Multan,41.0,VIP,Cash on Delivery,19.64,1,0,19.64,5.0,3.0
ORD10897,2024-10-30,Electronics,USB-C Cable,South,Karachi,43.0,New,Cash on Delivery,17.32,2,20,27.71,4.0,2.0
ORD10352,2023-05-11,Clothing,Cargo Pants,West,Zhob,37.0,Returning,Bank Transfer,13.85,1,0,13.85,4.0,1.0
ORD10180,2024-12-03,Books,Cookbook,East,Lahore,26.0,New,credit card,11.59,2,0,23.18,5.0,3.0
ORD10519,2024-12-31,Sports,Tennis Racket,North,Peshawar,27.0,New,cash on delivery,28.95,2,5,55.0,5.0,6.0
ORD10271,2023-05-27,Beauty,Hair Dryer,South,Karachi,39.0,Returning,cash on delivery,24.52,2,10,44.14,3.0,3.0
ORD10233,2024-09-01,Home & Kitchen,Blender,West,Quetta,40.0,Returning,Debit Card,52.56,2,0,105.12,5.0,2.0
ORD10123,2024-10-02,Beauty,Hair Dryer,North,Islamabad,35.0,New,Debit Card,35.44,1,5,33.67,4.0,3.0
ORD10524,2024-08-29,Home & Kitchen,Non-Stick Pan,South,Karachi,20.0,New,credit card,21.82,2,0,43.64,5.0,5.0
ORD10658,2024-02-01,Sports,Cycling Helmet,North,Peshawar,42.0,New,credit card,33.9,3,0,101.7,5.0,5.0
ORD10755,2023-07-07,Books,History Book,East,Faisalabad,38.0,VIP,Wallet,7.73,1,15,6.57,5.0,2.0
ORD10882,2023-02-10,Beauty,Perfume,West,Zhob,,Returning,Credit Card,12.93,2,5,24.57,,3.0
ORD10957,2024-03-23,Clothing,Baseball Cap,West,Zhob,18.0,VIP,Cash on Delivery,24.7,5,0,123.5,4.0,5.0
ORD10680,2023-03-16,Sports,Tennis Racket,North,Gilgit,33.0,New,Debit Card,30.26,1,10,27.23,5.0,4.0
ORD10505,2023-08-01,Books,Mystery Novel,Central,Bahawalpur,24.0,Returning,cash on delivery,17.53,2,5,33.31,5.0,5.0
ORD10756,2023-02-25,Books,Cookbook,Central,Multan,51.0,Returning,COD,15.16,1,20,12.13,2.0,1.0
ORD10916,2024-08-14,Beauty,Perfume,North,Islamabad,31.0,Returning,credit card,9.88,1,0,9.88,4.0,2.0
ORD10173,2024-11-22,Beauty,Sunscreen SPF50,East,Lahore,16.0,New,Credit Card,11.31,1,10,10.18,5.0,6.0
ORD10331,2024-05-20,Home & Kitchen,Cutting Board,Central,Sahiwal,44.0,VIP,Cash on Delivery,19.2,1,0,19.2,1.0,6.0
ORD10902,2024-12-12,Home & Kitchen,Cutting Board,South,Karachi,47.0,VIP,credit card,32.91,2,0,65.82,,6.0
ORD10847,2023-11-28,Clothing,Cotton T-Shirt,East,Faisalabad,24.0,Returning,Debit Card,28.76,3,20,69.02,,1.0
ORD10221,2023-03-19,Clothing,Cargo Pants,South,Sukkur,38.0,New,cash on delivery,20.49,2,0,40.98,,6.0
ORD10460,2023-11-06,Clothing,Baseball Cap,South,Sukkur,26.0,New,Wallet,22.18,2,5,42.14,3.0,3.0
ORD10016,2023-09-27,Clothing,Denim Jacket,Central,Sahiwal,41.0,Returning,COD,21.8,1,15,18.53,5.0,6.0
ORD10257,2023-09-17,Books,Mystery Novel,West,Gwadar,38.0,Returning,credit card,18.34,2,5,34.85,2.0,1.0
ORD10906,2024-06-16,Clothing,Cargo Pants,Central,Bahawalpur,25.0,Returning,cash on delivery,29.42,4,0,117.68,5.0,3.0
ORD10554,2024-02-28,Electronics,Power Bank,East,Sialkot,40.0,VIP,Bank Transfer,35.83,3,0,107.49,3.0,8.0
ORD10306,2024-02-16,Clothing,Denim Jacket,Central,Sahiwal,37.0,Returning,Credit Card,16.28,2,0,32.56,4.0,4.0
ORD10260,2023-07-06,Sports,Resistance Bands,West,Zhob,43.0,Returning,Debit Card,41.69,1,0,41.69,3.0,6.0
ORD10527,2024-06-23,Clothing,Cargo Pants,South,Karachi,37.0,Returning,credit card,16.71,1,10,15.04,4.0,4.0
ORD10799,2023-09-12,Books,Mystery Novel,North,Gilgit,39.0,New,cash on delivery,14.69,2,0,29.38,,5.0
ORD10855,2023-09-19,Books,History Book,Central,Multan,31.0,New,Wallet,12.32,1,10,11.09,4.0,3.0
ORD10454,2023-10-12,Sports,Yoga Mat,West,Zhob,,Returning,credit card,34.07,4,20,109.02,5.0,4.0
ORD10368,2024-05-05,Clothing,Cargo Pants,Central,Multan,16.0,New,credit card,26.59,2,0,53.18,2.0,1.0
ORD10453,2024-02-29,Beauty,Hair Dryer,East,Sialkot,26.0,New,Debit Card,19.6,3,5,55.86,5.0,4.0
ORD10408,2024-09-23,Sports,Cycling Helmet,West,Zhob,34.0,New,Debit Card,40.58,1,0,40.58,1.0,7.0
ORD10148,2024-04-29,Books,Mystery Novel,East,Sialkot,18.0,Returning,COD,14.64,4,0,58.56,3.0,5.0
ORD10878,2024-05-16,Electronics,USB-C Cable,West,Zhob,29.0,Returning,cash on delivery,48.66,1,10,43.79,5.0,4.0
ORD10361,2024-05-22,Sports,Cycling Helmet,West,Zhob,51.0,New,credit card,24.64,2,0,49.28,5.0,6.0
ORD10390,2023-10-05,Clothing,Baseball Cap,Central,Bahawalpur,32.0,New,Debit Card,16.5,1,0,16.5,4.0,1.0
ORD10052,2023-12-18,Home & Kitchen,Blender,Central,Multan,32.0,New,Wallet,59.65,4,5,226.67,5.0,4.0
ORD10894,2023-09-01,Beauty,Face Moisturizer,Central,Bahawalpur,16.0,New,cash on delivery,27.0,1,0,27.0,5.0,4.0
ORD10325,2024-11-28,Books,Self-Help Guide,West,Quetta,37.0,Returning,Credit Card,10.83,1,15,9.21,5.0,5.0
ORD10023,2024-06-27,Clothing,Running Shoes,South,Sukkur,44.0,VIP,credit card,33.57,1,5,31.89,4.0,6.0
ORD10578,2023-08-19,Beauty,Shampoo,South,Sukkur,30.0,Returning,Wallet,22.07,1,0,22.07,5.0,2.0
ORD10823,2023-04-10,Home & Kitchen,Coffee Maker,South,Sukkur,45.0,New,Bank Transfer,40.68,2,0,81.36,4.0,5.0
ORD10412,2024-12-12,Books,Self-Help Guide,East,Sialkot,36.0,Returning,Bank Transfer,7.79,3,15,19.86,4.0,5.0
ORD10210,2023-08-14,Beauty,Hair Dryer,East,Lahore,41.0,New,Credit Card,18.49,3,0,55.47,4.0,4.0
ORD10286,2023-06-18,Electronics,Webcam,South,Hyderabad,21.0,New,Bank Transfer,50.42,4,0,201.68,3.0,3.0
ORD10143,2023-05-29,Books,Cookbook,West,Zhob,28.0,New,Cash on Delivery,18.18,3,5,51.81,4.0,1.0
ORD10051,2023-04-29,Sports,Yoga Mat,South,Hyderabad,17.0,VIP,Cash on Delivery,44.69,2,0,89.38,4.0,4.0
ORD10167,2024-01-09,Home & Kitchen,Cutting Board,North,Gilgit,35.0,Returning,Debit Card,37.01,2,0,74.02,5.0,6.0
ORD10626,2024-03-27,Books,Sci-Fi Anthology,North,Peshawar,64.0,New,Wallet,17.3,5,0,86.5,5.0,2.0
ORD10532,2023-11-21,Sports,Resistance Bands,West,Zhob,54.0,New,credit card,23.4,5,0,117.0,3.0,3.0
ORD10082,2023-09-11,Sports,Resistance Bands,West,Gwadar,34.0,Returning,Wallet,37.17,1,0,37.17,4.0,4.0
ORD10719,2023-01-17,Books,Sci-Fi Anthology,South,Karachi,42.0,New,COD,8.72,1,0,8.72,3.0,2.0
ORD10707,2023-09-15,Home & Kitchen,Storage Jars,North,Gilgit,31.0,New,Bank Transfer,35.08,3,20,84.19,,2.0
ORD10909,2023-12-08,Beauty,Sunscreen SPF50,West,Quetta,25.0,New,Bank Transfer,17.15,1,0,17.15,4.0,1.0
ORD10067,2024-06-07,Sports,Water Bottle,West,Zhob,39.0,New,Bank Transfer,29.02,1,15,24.67,4.0,4.0
ORD10329,2024-05-22,Books,Cookbook,North,Peshawar,41.0,New,Wallet,15.55,3,0,46.65,5.0,3.0
ORD10661,2023-07-01,Sports,Dumbbell Set,East,Faisalabad,36.0,VIP,Debit Card,35.76,1,0,35.76,3.0,5.0
ORD10285,2023-05-13,Clothing,Cargo Pants,Central,,33.0,New,Credit Card,27.42,1,0,27.42,5.0,3.0
ORD10776,2023-09-15,Electronics,USB-C Cable,South,Sukkur,37.0,VIP,Debit Card,62.82,4,0,251.28,2.0,6.0
ORD10284,2024-04-22,Clothing,Running Shoes,North,Peshawar,28.0,Returning,credit card,16.19,1,0,16.19,4.0,5.0
ORD10427,2023-09-07,Sports,Yoga Mat,South,Sukkur,16.0,Returning,Cash on Delivery,35.85,1,5,34.06,5.0,4.0
ORD10752,2023-09-13,Home & Kitchen,Non-Stick Pan,South,Karachi,38.0,Returning,credit card,31.57,6,20,151.54,5.0,6.0
ORD10065,2023-04-29,Sports,Tennis Racket,East,Lahore,32.0,VIP,Wallet,23.53,3,0,70.59,4.0,3.0
ORD10652,2024-05-06,Sports,Yoga Mat,East,Sialkot,49.0,Returning,COD,39.7,3,0,119.1,5.0,4.0
ORD10265,2023-07-11,Sports,Resistance Bands,West,Gwadar,16.0,Returning,cash on delivery,20.6,2,5,39.14,,3.0
ORD10472,2024-09-13,Sports,Water Bottle,South,Sukkur,41.0,Returning,COD,18.33,2,15,31.16,3.0,8.0
ORD10474,2024-06-24,Books,Poetry Collection,Central,Multan,16.0,VIP,Credit Card,9.22,4,0,36.88,1.0,4.0
ORD10509,2024-07-17,Electronics,Laptop Stand,West,Zhob,42.0,New,cash on delivery,29.74,4,15,101.12,3.0,2.0
ORD10021,2024-04-09,Electronics,Bluetooth Speaker,West,Quetta,34.0,New,Wallet,19.1,1,0,19.1,5.0,2.0
ORD10376,2024-05-15,Books,History Book,East,Faisalabad,16.0,VIP,cash on delivery,15.29,3,0,45.87,3.0,3.0
ORD10774,2024-02-09,Sports,Water Bottle,Central,Sahiwal,16.0,New,cash on delivery,33.32,4,0,133.28,,2.0
ORD10701,2023-07-03,Beauty,Shampoo,West,Quetta,28.0,Returning,Cash on Delivery,23.99,1,10,21.59,1.0,1.0
ORD10297,2024-09-22,Electronics,Wireless Mouse,East,Faisalabad,45.0,New,Cash on Delivery,50.89,2,0,101.78,5.0,2.0
ORD10563,2023-04-13,Clothing,Cargo Pants,Central,Sahiwal,32.0,VIP,Debit Card,17.78,2,20,28.45,5.0,3.0
ORD10805,2023-01-10,Beauty,Face Moisturizer,West,Quetta,43.0,VIP,cash on delivery,16.22,1,0,16.22,4.0,7.0
ORD10262,2024-02-12,Electronics,Bluetooth Speaker,East,Sialkot,38.0,VIP,cash on delivery,62.7,1,0,62.7,5.0,2.0
ORD10657,2023-09-01,Sports,Cycling Helmet,Central,Bahawalpur,25.0,Returning,Wallet,36.11,1,0,36.11,5.0,1.0
ORD10501,2024-11-09,Beauty,Perfume,North,Peshawar,16.0,VIP,Bank Transfer,22.21,1,25,16.66,,6.0
ORD10322,2024-05-05,Home & Kitchen,Cutting Board,East,Sialkot,47.0,New,Wallet,31.89,2,0,63.78,2.0,2.0
ORD10624,2024-05-09,Clothing,Cotton T-Shirt,West,Zhob,32.0,Returning,cash on delivery,19.86,2,0,39.72,4.0,5.0
ORD10827,2024-09-06,Beauty,Lipstick Set,South,Sukkur,16.0,New,credit card,9.31,1,5,8.84,5.0,3.0
ORD10831,2024-09-02,Electronics,Power Bank,North,,38.0,New,Cash on Delivery,60.52,1,0,60.52,5.0,2.0
ORD10189,2023-02-14,Books,History Book,South,Sukkur,29.0,Returning,Wallet,12.07,4,0,48.28,,1.0
ORD10252,2023-02-18,Home & Kitchen,Non-Stick Pan,East,,36.0,New,cash on delivery,34.84,1,10,31.36,4.0,1.0
ORD10072,2024-08-05,Sports,Cycling Helmet,South,Sukkur,43.0,New,Credit Card,33.26,4,5,126.39,4.0,6.0
ORD10438,2023-06-20,Sports,Tennis Racket,South,Sukkur,56.0,Returning,Cash on Delivery,28.64,3,0,85.92,4.0,2.0
ORD10373,2024-02-28,Home & Kitchen,Non-Stick Pan,East,Faisalabad,38.0,New,Bank Transfer,35.63,1,5,33.85,3.0,4.0
ORD10806,2023-04-02,Sports,Tennis Racket,South,Hyderabad,51.0,New,cash on delivery,30.29,4,10,109.04,4.0,1.0
ORD10335,2024-05-03,Sports,Yoga Mat,South,Karachi,16.0,New,Bank Transfer,13.77,5,5,65.41,5.0,5.0
ORD10358,2023-08-28,Electronics,USB-C Cable,Central,Bahawalpur,30.0,Returning,credit card,68.88,4,0,275.52,5.0,4.0
ORD10627,2024-11-25,Sports,Water Bottle,North,Gilgit,22.0,Returning,Bank Transfer,14.86,1,0,14.86,3.0,2.0
ORD10939,2023-12-23,Books,Sci-Fi Anthology,South,Hyderabad,39.0,Returning,Cash on Delivery,15.7,1,0,15.7,4.0,1.0
ORD10757,2023-12-22,Books,History Book,North,Gilgit,37.0,New,Cash on Delivery,17.07,2,0,34.14,5.0,
ORD10385,2024-01-18,Home & Kitchen,Blender,West,Quetta,52.0,VIP,cash on delivery,30.24,4,15,102.82,4.0,3.0
ORD10579,2024-11-29,Sports,Resistance Bands,Central,Multan,43.0,New,Cash on Delivery,28.75,1,0,28.75,5.0,3.0
ORD10735,2024-01-15,Electronics,Wireless Mouse,East,Lahore,16.0,New,Credit Card,36.94,4,0,147.76,5.0,4.0
ORD10732,2024-12-17,Sports,Yoga Mat,South,Hyderabad,40.0,VIP,Debit Card,19.31,4,0,77.24,5.0,2.0
ORD10930,2023-10-05,Beauty,Lipstick Set,Central,Bahawalpur,26.0,New,Wallet,17.53,1,10,15.78,5.0,1.0
ORD10488,2024-06-05,Beauty,Hair Dryer,North,Islamabad,37.0,New,Credit Card,19.06,2,0,38.12,4.0,3.0
ORD10682,2023-06-10,Books,Sci-Fi Anthology,North,Peshawar,41.0,Returning,Cash on Delivery,11.75,3,5,33.49,3.0,3.0
ORD10396,2024-02-11,Home & Kitchen,Storage Jars,Central,Sahiwal,55.0,VIP,credit card,33.11,1,0,33.11,4.0,3.0
ORD10340,2024-09-12,Books,Cookbook,West,Zhob,,New,cash on delivery,18.42,4,5,70.0,3.0,2.0
ORD10725,2024-07-10,Clothing,Cotton T-Shirt,East,Sialkot,33.0,New,Bank Transfer,8.53,5,0,42.65,5.0,2.0
ORD10967,2023-12-28,Beauty,Hair Dryer,East,Faisalabad,21.0,VIP,Wallet,15.4,1,0,15.4,3.0,6.0
ORD10219,2024-06-06,Electronics,Webcam,North,Gilgit,51.0,New,credit card,47.43,1,5,45.06,5.0,2.0
ORD10240,2024-09-17,Sports,Cycling Helmet,South,Hyderabad,29.0,New,cash on delivery,29.99,4,0,119.96,5.0,6.0
ORD10526,2024-05-17,Books,History Book,East,Lahore,39.0,New,Credit Card,11.78,1,10,10.6,,
ORD10901,2024-03-13,Home & Kitchen,Blender,West,Quetta,32.0,Returning,Debit Card,33.34,2,0,66.68,3.0,5.0
ORD10193,2024-04-09,Books,History Book,Central,Bahawalpur,47.0,Returning,COD,16.01,2,5,30.42,4.0,1.0
ORD10486,2023-03-20,Home & Kitchen,Table Lamp,Central,Sahiwal,33.0,Returning,credit card,38.26,2,5,72.69,5.0,1.0
ORD10192,2023-05-10,Home & Kitchen,Storage Jars,South,Karachi,16.0,New,credit card,33.84,3,5,96.44,4.0,2.0
ORD10455,2023-01-03,Books,Sci-Fi Anthology,East,Sialkot,45.0,VIP,Debit Card,18.91,2,0,37.82,4.0,4.0
ORD10743,2024-02-21,Beauty,Face Moisturizer,East,Lahore,16.0,Returning,Debit Card,21.46,1,10,19.31,3.0,3.0
ORD10949,2024-08-06,Clothing,Denim Jacket,East,Faisalabad,16.0,Returning,Wallet,29.57,3,20,70.97,5.0,7.0
ORD10133,2024-10-12,Home & Kitchen,Non-Stick Pan,Central,Bahawalpur,55.0,Returning,Debit Card,13.14,1,20,10.51,5.0,5.0
ORD10366,2023-04-05,Sports,Yoga Mat,West,Gwadar,41.0,Returning,Bank Transfer,565.65,1,5,537.37,3.0,5.0
ORD10253,2024-07-02,Electronics,Wireless Mouse,West,Zhob,41.0,New,Bank Transfer,44.79,1,0,44.79,4.0,1.0
ORD10676,2024-04-15,Sports,Yoga Mat,South,Karachi,16.0,Returning,Credit Card,23.77,4,10,85.57,2.0,1.0
ORD10733,2024-07-17,Clothing,Cargo Pants,West,Gwadar,44.0,Returning,Credit Card,31.66,6,0,189.96,4.0,2.0
ORD10264,2024-01-12,Sports,Water Bottle,East,Lahore,24.0,New,COD,46.19,3,10,124.71,4.0,4.0
ORD10071,2023-07-16,Sports,Water Bottle,Central,Multan,36.0,New,COD,23.17,6,25,104.27,5.0,1.0
ORD10273,2024-11-26,Beauty,Face Moisturizer,Central,Multan,39.0,New,credit card,30.02,2,0,60.04,4.0,4.0
ORD10974,2023-12-18,Books,Cookbook,Central,Multan,,VIP,Cash on Delivery,21.25,1,0,21.25,4.0,4.0
ORD10328,2023-02-08,Sports,Tennis Racket,South,Sukkur,31.0,VIP,Cash on Delivery,37.05,2,0,74.1,5.0,1.0
ORD10116,2023-02-16,Sports,Tennis Racket,South,Hyderabad,37.0,VIP,Wallet,19.74,2,0,39.48,,4.0
ORD10324,2024-10-15,Clothing,Cotton T-Shirt,Central,Multan,26.0,New,Debit Card,20.13,1,0,20.13,5.0,4.0
ORD10969,2023-06-23,Electronics,Power Bank,West,Zhob,29.0,Returning,Wallet,47.95,5,0,239.75,4.0,5.0
ORD10668,2023-10-28,Sports,Water Bottle,East,Faisalabad,40.0,New,cash on delivery,38.99,2,5,74.08,,4.0
ORD10516,2024-09-20,Home & Kitchen,Cutting Board,South,Karachi,16.0,Returning,Bank Transfer,38.49,1,15,32.72,5.0,3.0
ORD10724,2024-03-11,Home & Kitchen,Storage Jars,Central,Multan,38.0,New,cash on delivery,26.26,5,0,131.3,4.0,3.0
ORD10625,2024-09-18,Clothing,Cargo Pants,West,Gwadar,58.0,New,Cash on Delivery,19.68,2,0,39.36,5.0,45.0
ORD10779,2023-03-28,Electronics,Bluetooth Speaker,Central,Multan,23.0,Returning,COD,38.46,5,0,192.3,,1.0
ORD10443,2024-04-13,Clothing,Cargo Pants,East,Lahore,17.0,Returning,cash on delivery,24.37,1,0,24.37,5.0,4.0
ORD10456,2024-07-01,Sports,Resistance Bands,East,Lahore,44.0,New,COD,36.9,2,0,73.8,5.0,3.0
ORD10566,2024-02-10,Beauty,Perfume,West,Quetta,30.0,VIP,credit card,27.72,1,0,27.72,5.0,3.0
ORD10450,2024-08-09,Home & Kitchen,Table Lamp,East,Faisalabad,16.0,New,Debit Card,33.52,3,15,85.48,4.0,3.0
ORD10614,2024-02-24,Beauty,Shampoo,East,Sialkot,29.0,New,Credit Card,28.64,1,0,28.64,5.0,1.0
ORD10279,2023-12-22,Electronics,Power Bank,East,Sialkot,42.0,Returning,Wallet,58.82,1,10,52.94,4.0,6.0
ORD10791,2024-02-27,Home & Kitchen,Table Lamp,Central,Bahawalpur,20.0,New,Debit Card,18.59,2,10,33.46,4.0,4.0
ORD10653,2024-03-08,Sports,Cycling Helmet,Central,Bahawalpur,40.0,Returning,Debit Card,22.84,2,0,45.68,4.0,4.0
ORD10003,2024-09-08,Electronics,USB-C Cable,South,Sukkur,16.0,New,Bank Transfer,48.27,2,0,96.54,5.0,3.0
ORD10230,2024-02-23,Home & Kitchen,Blender,East,,21.0,Returning,Credit Card,29.39,2,0,58.78,4.0,2.0
ORD10669,2024-11-15,Beauty,Hair Dryer,North,Islamabad,,New,Bank Transfer,14.16,4,0,56.64,4.0,3.0
ORD10934,2023-07-22,Beauty,Lipstick Set,East,Faisalabad,24.0,Returning,Debit Card,23.76,1,0,23.76,2.0,1.0
ORD10620,2024-11-10,Electronics,Wireless Mouse,North,Islamabad,30.0,Returning,credit card,55.92,5,0,279.6,5.0,3.0
ORD10862,2024-05-28,Home & Kitchen,Table Lamp,East,Lahore,19.0,New,Credit Card,27.97,3,0,83.91,,4.0
ORD10200,2023-11-16,Sports,Yoga Mat,East,Sialkot,45.0,New,Bank Transfer,17.47,3,0,52.41,4.0,6.0
ORD10372,2024-05-24,Home & Kitchen,Blender,East,Sialkot,16.0,Returning,cash on delivery,42.36,5,0,211.8,5.0,3.0
ORD10864,2023-05-21,Clothing,Running Shoes,West,Zhob,54.0,New,COD,42.05,2,0,84.1,4.0,2.0
ORD10766,2024-02-12,Home & Kitchen,Storage Jars,Central,Multan,23.0,New,Cash on Delivery,43.52,1,0,43.52,,1.0
ORD10066,2023-04-22,Clothing,Cargo Pants,East,Lahore,50.0,Returning,credit card,24.97,2,0,49.94,5.0,5.0
ORD10473,2024-05-21,Home & Kitchen,Table Lamp,North,Islamabad,38.0,New,Bank Transfer,25.28,1,0,25.28,5.0,3.0
ORD10041,2024-07-09,Clothing,Cotton T-Shirt,Central,Sahiwal,80.0,New,credit card,28.86,3,5,82.25,5.0,4.0
ORD10747,2024-12-19,Electronics,Laptop Stand,South,Sukkur,40.0,New,credit card,45.24,2,0,90.48,4.0,2.0
ORD10481,2023-09-02,Home & Kitchen,Table Lamp,West,Zhob,50.0,New,Debit Card,44.42,3,0,133.26,4.0,3.0
ORD10615,2024-05-07,Beauty,Sunscreen SPF50,South,Sukkur,39.0,New,Credit Card,17.83,1,20,14.26,3.0,9.0
ORD10319,2024-12-22,Home & Kitchen,Blender,South,Sukkur,33.0,Returning,cash on delivery,29.38,3,15,74.92,4.0,3.0
ORD10953,2024-10-02,Books,Poetry Collection,Central,Bahawalpur,55.0,New,COD,8.74,1,0,8.74,4.0,4.0
ORD10875,2024-02-01,Sports,Cycling Helmet,East,Lahore,28.0,Returning,Cash on Delivery,27.92,1,25,20.94,4.0,5.0
ORD10274,2023-05-21,Home & Kitchen,Cutting Board,North,Gilgit,17.0,Returning,COD,50.28,1,10,45.25,3.0,1.0
ORD10816,2023-06-07,Clothing,Cargo Pants,West,Zhob,,Returning,credit card,11.44,1,5,10.87,3.0,4.0
ORD10911,2023-11-28,Home & Kitchen,Blender,Central,Sahiwal,51.0,Returning,Debit Card,67.31,2,0,134.62,3.0,5.0
ORD10490,2023-11-26,Electronics,Webcam,West,Quetta,25.0,New,credit card,44.29,2,0,88.58,5.0,2.0
ORD10762,2023-07-04,Home & Kitchen,Cutting Board,East,Faisalabad,30.0,Returning,Bank Transfer,31.2,3,0,93.6,2.0,4.0
ORD10178,2024-11-01,Beauty,Hair Dryer,South,Hyderabad,23.0,New,cash on delivery,24.34,4,10,87.62,2.0,4.0
ORD10301,2024-07-03,Beauty,Hair Dryer,West,Gwadar,34.0,New,Debit Card,25.3,2,0,50.6,3.0,6.0
ORD10038,2024-05-12,Electronics,USB-C Cable,South,Hyderabad,37.0,Returning,COD,46.25,3,0,138.75,,2.0
ORD10853,2024-07-04,Electronics,Bluetooth Speaker,South,Sukkur,37.0,New,Wallet,32.9,1,15,27.96,4.0,2.0
ORD10203,2023-07-04,Beauty,Hair Dryer,East,Lahore,16.0,New,Wallet,20.47,1,0,20.47,,4.0
ORD10237,2024-06-03,Clothing,Cotton T-Shirt,East,Lahore,33.0,Returning,Credit Card,26.0,3,5,74.1,2.0,1.0
ORD10150,2024-04-12,Electronics,Laptop Stand,North,Gilgit,45.0,New,Cash on Delivery,18.95,3,0,56.85,5.0,4.0
ORD10218,2023-12-14,Beauty,Face Moisturizer,West,Gwadar,24.0,New,Cash on Delivery,23.32,1,0,23.32,4.0,2.0
ORD10678,2024-10-07,Home & Kitchen,Cutting Board,West,Gwadar,28.0,New,credit card,42.53,4,15,144.6,5.0,4.0
ORD10404,2023-03-28,Electronics,Bluetooth Speaker,West,Gwadar,35.0,Returning,Bank Transfer,50.01,1,20,40.01,4.0,4.0
ORD10966,2023-01-12,Beauty,Face Moisturizer,East,Sialkot,24.0,Returning,cash on delivery,15.95,2,0,31.9,2.0,6.0
ORD10771,2024-09-20,Sports,Resistance Bands,North,,37.0,New,Cash on Delivery,38.62,1,0,38.62,5.0,7.0
ORD10409,2023-12-07,Clothing,Running Shoes,North,Peshawar,42.0,Returning,COD,15.62,1,10,14.06,5.0,3.0
ORD10303,2024-07-29,Electronics,Laptop Stand,North,Gilgit,47.0,New,Wallet,70.29,3,0,210.87,,1.0
ORD10861,2023-06-10,Home & Kitchen,Cutting Board,West,Zhob,,New,credit card,32.73,2,5,62.19,4.0,2.0
ORD10921,2024-03-30,Home & Kitchen,Coffee Maker,South,Karachi,38.0,Returning,cash on delivery,52.47,3,5,149.54,3.0,5.0
ORD10672,2024-04-01,Beauty,Lipstick Set,Central,Sahiwal,44.0,Returning,Wallet,21.13,1,10,19.02,,6.0
ORD10929,2024-07-27,Home & Kitchen,Coffee Maker,North,Gilgit,38.0,Returning,Bank Transfer,33.7,4,15,114.58,4.0,4.0
ORD10389,2024-06-24,Sports,Water Bottle,Central,Multan,22.0,VIP,Bank Transfer,30.37,1,10,27.33,1.0,1.0
ORD10419,2024-10-15,Home & Kitchen,Table Lamp,Central,Sahiwal,37.0,VIP,Debit Card,7.66,4,10,27.58,4.0,6.0
ORD10388,2023-06-25,Electronics,Power Bank,North,Gilgit,24.0,New,COD,34.72,1,15,29.51,2.0,1.0
ORD10887,2024-12-09,Books,Mystery Novel,East,Faisalabad,39.0,Returning,Cash on Delivery,15.01,2,10,27.02,3.0,7.0
ORD10391,2024-11-04,Sports,Water Bottle,Central,Sahiwal,,New,credit card,51.71,1,0,51.71,,8.0
ORD10650,2023-12-20,Clothing,Cargo Pants,East,Sialkot,41.0,VIP,Cash on Delivery,15.16,3,25,34.11,5.0,3.0
ORD10353,2024-11-20,Electronics,Wireless Mouse,East,Faisalabad,41.0,Returning,COD,53.61,2,0,107.22,4.0,1.0
ORD10194,2024-10-28,Electronics,Power Bank,North,Gilgit,41.0,VIP,Bank Transfer,37.27,2,15,63.36,5.0,1.0
ORD10236,2023-07-16,Clothing,Denim Jacket,East,Faisalabad,26.0,New,Cash on Delivery,30.85,4,0,123.4,5.0,4.0
ORD10918,2024-09-01,Beauty,Perfume,West,Quetta,25.0,New,Wallet,17.33,3,0,51.99,5.0,3.0
